City,State,Datetime,US_AQI,PM2_5_ugm3,AirIntel_Risk_Score,Risk_Category
Shillong,Meghalaya,2022-12-11 02:00:00,61.0,17.7,29.819,Moderate
Raipur,Chhattisgarh,2025-06-22 03:00:00,86.0,25.7,9.544333333333332,Safe
Raipur,Chhattisgarh,2024-02-07 20:00:00,136.0,85.7,35.937333333333335,Moderate
Guwahati,Assam,2023-01-27 20:00:00,151.0,56.6,41.29233333333333,Moderate
Visakhapatnam,Andhra Pradesh,2024-04-11 18:00:00,136.0,54.5,22.153333333333332,Safe
Gurugram,Haryana,2025-05-30 16:00:00,487.0,143.0,76.49333333333334,Critical
Delhi,Delhi,2023-10-31 09:00:00,169.0,100.6,30.464666666666666,Moderate
Hyderabad,Telangana,2024-11-21 17:00:00,148.0,68.2,33.522666666666666,Moderate
Shimla,Himachal Pradesh,2025-08-25 09:00:00,50.0,6.5,17.631333333333334,Safe
Lucknow,Uttar Pradesh,2023-01-22 16:00:00,200.0,96.4,36.60266666666667,Moderate
Thiruvananthapuram,Kerala,2024-10-31 08:00:00,88.0,22.6,17.72266666666667,Safe
Ahmedabad,Gujarat,2024-11-22 06:00:00,151.0,62.9,33.24433333333333,Moderate
Ahmedabad,Gujarat,2024-12-27 21:00:00,183.0,122.9,36.562333333333335,Moderate
Kolkata,West Bengal,2022-11-28 22:00:00,181.0,121.1,37.76433333333333,Moderate
Kohima,Nagaland,2023-12-28 13:00:00,53.0,9.4,15.304666666666666,Safe
Mumbai,Maharashtra,2023-01-12 17:00:00,162.0,44.7,28.091,Moderate
Chandigarh,Punjab,2025-03-06 11:00:00,61.0,16.2,6.458,Safe
Shillong,Meghalaya,2024-09-03 14:00:00,46.0,7.9,4.5456666666666665,Safe
Chennai,Tamil Nadu,2025-03-31 02:00:00,84.0,29.7,14.894000000000002,Safe
Lucknow,Uttar Pradesh,2025-01-13 22:00:00,185.0,78.2,32.38033333333334,Moderate
Ahmedabad,Gujarat,2023-09-26 22:00:00,76.0,35.3,23.179333333333332,Safe
Kolkata,West Bengal,2025-11-20 06:00:00,161.0,78.0,30.468000000000004,Moderate
Bengaluru,Karnataka,2023-07-20 14:00:00,21.0,6.1,7.587666666666667,Safe
Shillong,Meghalaya,2024-01-29 00:00:00,101.0,33.8,34.77633333333333,Moderate
Bengaluru,Karnataka,2022-08-14 23:00:00,39.0,12.9,9.553,Safe
Gangtok,Sikkim,2023-10-06 15:00:00,36.0,4.7,11.394333333333334,Safe
Ahmedabad,Gujarat,2023-04-16 07:00:00,72.0,30.0,14.404,Safe
Dehradun,Uttarakhand,2025-02-05 12:00:00,84.0,44.0,26.108333333333334,Moderate
Bhopal,Madhya Pradesh,2024-11-10 08:00:00,133.0,47.1,34.042,Moderate
Bengaluru,Karnataka,2025-04-19 16:00:00,162.0,33.5,16.615333333333336,Safe
Patna,Bihar,2023-05-03 12:00:00,153.0,66.4,32.54366666666667,Moderate
Gangtok,Sikkim,2025-07-05 03:00:00,34.0,15.1,17.203666666666667,Safe
Thiruvananthapuram,Kerala,2025-09-11 15:00:00,56.0,15.1,11.344666666666667,Safe
Kohima,Nagaland,2025-07-08 18:00:00,34.0,15.1,17.182666666666666,Safe
Thiruvananthapuram,Kerala,2025-02-02 06:00:00,49.0,15.1,28.433666666666667,Moderate
Kolkata,West Bengal,2023-05-27 21:00:00,101.0,40.5,17.616,Safe
Bhopal,Madhya Pradesh,2022-10-14 19:00:00,78.0,23.1,13.785,Safe
Ahmedabad,Gujarat,2024-06-13 22:00:00,54.0,19.2,11.713000000000001,Safe
Bengaluru,Karnataka,2024-10-20 15:00:00,70.0,8.3,6.5133333333333345,Safe
Visakhapatnam,Andhra Pradesh,2025-09-18 21:00:00,68.0,21.4,15.613666666666667,Safe
Aizawl,Mizoram,2023-05-10 13:00:00,97.0,27.4,22.792666666666666,Safe
Ahmedabad,Gujarat,2023-01-15 03:00:00,104.0,34.3,22.09766666666667,Safe
Itanagar,Arunachal Pradesh,2025-03-10 18:00:00,106.0,47.3,21.616333333333333,Safe
Aizawl,Mizoram,2024-08-11 03:00:00,35.0,7.9,16.674666666666667,Safe
Mumbai,Maharashtra,2024-03-14 01:00:00,75.0,22.3,13.791666666666666,Safe
Ranchi,Jharkhand,2022-10-11 10:00:00,55.0,11.1,5.623,Safe
Dehradun,Uttarakhand,2023-02-22 08:00:00,76.0,19.7,26.260333333333335,Moderate
Gangtok,Sikkim,2024-02-13 14:00:00,69.0,24.6,23.228,Safe
Kolkata,West Bengal,2023-06-26 09:00:00,61.0,17.6,11.815333333333333,Safe
Bhubaneswar,Odisha,2025-09-25 12:00:00,98.0,23.5,10.156666666666666,Safe
Chandigarh,Punjab,2025-10-04 04:00:00,132.0,57.7,29.17966666666667,Moderate
Itanagar,Arunachal Pradesh,2022-11-19 10:00:00,43.0,6.9,14.203,Safe
Gurugram,Haryana,2022-10-13 03:00:00,155.0,88.9,22.37666666666667,Safe
Mumbai,Maharashtra,2023-05-31 14:00:00,70.0,34.9,9.690666666666667,Safe
Ranchi,Jharkhand,2022-12-26 17:00:00,165.0,54.4,34.18166666666667,Moderate
Bhopal,Madhya Pradesh,2024-09-04 05:00:00,60.0,7.7,13.640333333333334,Safe
Gangtok,Sikkim,2022-12-12 03:00:00,76.0,22.6,31.558666666666667,Moderate
Raipur,Chhattisgarh,2023-08-25 02:00:00,67.0,20.4,7.6290000000000004,Safe
Itanagar,Arunachal Pradesh,2025-06-24 23:00:00,37.0,14.0,12.316333333333333,Safe
Shillong,Meghalaya,2023-03-31 16:00:00,111.0,33.5,12.589333333333332,Safe
Jaipur,Rajasthan,2023-01-14 19:00:00,150.0,41.4,26.854,Moderate
Patna,Bihar,2025-11-26 20:00:00,158.0,105.5,45.94333333333333,Moderate
Visakhapatnam,Andhra Pradesh,2023-02-21 02:00:00,136.0,50.9,26.550333333333334,Moderate
Panaji,Goa,2022-10-19 16:00:00,45.0,8.8,4.570666666666667,Safe
Patna,Bihar,2025-03-26 20:00:00,173.0,55.6,32.07566666666666,Moderate
Bhubaneswar,Odisha,2022-12-24 12:00:00,176.0,69.8,31.83533333333333,Moderate
Panaji,Goa,2025-02-21 06:00:00,139.0,43.4,33.40233333333333,Moderate
Chennai,Tamil Nadu,2025-04-24 12:00:00,53.0,18.5,11.208333333333334,Safe
Itanagar,Arunachal Pradesh,2023-12-27 14:00:00,34.0,9.5,18.767333333333333,Safe
Hyderabad,Telangana,2023-07-31 16:00:00,33.0,7.9,3.610666666666667,Safe
Panaji,Goa,2024-05-20 23:00:00,62.0,14.8,6.609666666666667,Safe
Chennai,Tamil Nadu,2022-09-03 18:00:00,74.0,32.4,14.646,Safe
Mumbai,Maharashtra,2023-09-12 09:00:00,58.0,14.6,6.546333333333334,Safe
Guwahati,Assam,2024-09-19 09:00:00,57.0,16.6,6.392666666666667,Safe
Delhi,Delhi,2023-08-14 15:00:00,108.0,27.8,12.965333333333334,Safe
Bhopal,Madhya Pradesh,2022-09-18 03:00:00,83.0,34.1,15.419333333333334,Safe
Bhubaneswar,Odisha,2024-04-03 00:00:00,66.0,12.3,6.727,Safe
Bhopal,Madhya Pradesh,2022-12-04 09:00:00,160.0,77.3,36.27733333333333,Moderate
Chandigarh,Punjab,2025-04-08 20:00:00,183.0,46.8,31.854000000000003,Moderate
Aizawl,Mizoram,2023-09-08 04:00:00,23.0,5.5,10.440666666666667,Safe
Raipur,Chhattisgarh,2023-03-12 20:00:00,156.0,82.4,36.513333333333335,Moderate
Mumbai,Maharashtra,2025-08-08 12:00:00,76.0,31.3,10.344666666666669,Safe
Mumbai,Maharashtra,2024-10-26 08:00:00,158.0,79.6,26.816666666666666,Moderate
Patna,Bihar,2022-08-15 18:00:00,46.0,20.4,10.957999999999998,Safe
Aizawl,Mizoram,2025-11-16 00:00:00,29.0,10.4,21.331333333333333,Safe
Itanagar,Arunachal Pradesh,2022-09-24 07:00:00,36.0,6.5,16.595333333333333,Safe
Ahmedabad,Gujarat,2023-05-14 20:00:00,46.0,10.1,5.025333333333333,Safe
Imphal,Manipur,2023-09-28 03:00:00,57.0,12.9,5.969000000000001,Safe
Thiruvananthapuram,Kerala,2024-01-09 11:00:00,52.0,15.3,28.846,Moderate
Kolkata,West Bengal,2024-06-12 06:00:00,55.0,10.4,10.645333333333333,Safe
Agartala,Tripura,2023-08-05 03:00:00,51.0,12.7,10.583666666666666,Safe
Ahmedabad,Gujarat,2025-10-23 05:00:00,123.0,38.2,13.583666666666666,Safe
Aizawl,Mizoram,2023-03-01 03:00:00,124.0,43.3,22.672666666666665,Safe
Jaipur,Rajasthan,2024-10-20 09:00:00,77.0,35.7,15.151000000000002,Safe
Shimla,Himachal Pradesh,2022-09-21 09:00:00,57.0,14.1,19.106,Safe
Shimla,Himachal Pradesh,2025-08-22 16:00:00,80.0,22.5,13.587,Safe
Aizawl,Mizoram,2025-04-14 22:00:00,102.0,43.3,25.849666666666668,Moderate
Imphal,Manipur,2025-03-26 08:00:00,150.0,33.3,28.311999999999998,Moderate
Bengaluru,Karnataka,2022-10-23 00:00:00,90.0,41.4,16.753999999999998,Safe
Itanagar,Arunachal Pradesh,2024-03-10 22:00:00,84.0,26.4,22.62,Safe
Aizawl,Mizoram,2023-05-18 03:00:00,55.0,9.9,13.489,Safe
Thiruvananthapuram,Kerala,2024-08-21 11:00:00,49.0,15.7,10.821666666666667,Safe
Bengaluru,Karnataka,2024-08-11 16:00:00,48.0,10.4,10.496333333333332,Safe
Delhi,Delhi,2023-07-18 17:00:00,130.0,44.0,15.247333333333334,Safe
Patna,Bihar,2025-09-21 13:00:00,133.0,32.2,18.767666666666667,Safe
Dehradun,Uttarakhand,2025-07-25 19:00:00,113.0,36.7,20.854666666666667,Safe
Itanagar,Arunachal Pradesh,2023-07-02 02:00:00,34.0,8.3,11.627333333333333,Safe
Shillong,Meghalaya,2025-06-10 22:00:00,86.0,28.5,17.779,Safe
Lucknow,Uttar Pradesh,2023-10-31 04:00:00,169.0,111.8,39.910333333333334,Moderate
Chandigarh,Punjab,2025-11-17 12:00:00,115.0,53.8,37.44866666666667,Moderate
Patna,Bihar,2024-06-29 23:00:00,72.0,30.4,22.08866666666667,Safe
Ahmedabad,Gujarat,2025-06-28 21:00:00,60.0,13.8,6.2749999999999995,Safe
Guwahati,Assam,2025-09-30 23:00:00,61.0,19.6,19.77466666666667,Safe
Panaji,Goa,2025-10-28 05:00:00,29.0,10.8,8.418000000000001,Safe
Guwahati,Assam,2024-04-19 08:00:00,124.0,41.3,14.776333333333332,Safe
Dehradun,Uttarakhand,2022-12-06 20:00:00,98.0,56.6,29.037333333333333,Moderate
Chandigarh,Punjab,2024-02-09 00:00:00,93.0,33.8,26.157333333333334,Moderate
Panaji,Goa,2025-09-08 05:00:00,50.0,8.9,13.034333333333333,Safe
Thiruvananthapuram,Kerala,2024-10-21 03:00:00,39.0,6.9,3.982,Safe
Ranchi,Jharkhand,2023-05-03 04:00:00,83.0,27.8,9.699333333333334,Safe
Hyderabad,Telangana,2023-08-12 15:00:00,72.0,18.7,13.587666666666665,Safe
Chandigarh,Punjab,2023-11-16 21:00:00,88.0,43.8,34.838,Moderate
Ranchi,Jharkhand,2024-05-23 06:00:00,81.0,8.4,7.472000000000001,Safe
Imphal,Manipur,2024-12-13 22:00:00,119.0,61.9,38.53366666666667,Moderate
Chennai,Tamil Nadu,2025-04-18 12:00:00,64.0,22.5,7.547,Safe
Delhi,Delhi,2023-01-13 22:00:00,174.0,140.6,44.42533333333333,Moderate
Itanagar,Arunachal Pradesh,2025-11-10 22:00:00,41.0,17.7,28.063,Moderate
Itanagar,Arunachal Pradesh,2024-02-08 02:00:00,61.0,10.0,23.987666666666666,Safe
Chandigarh,Punjab,2024-08-02 16:00:00,100.0,17.3,14.900333333333332,Safe
Chennai,Tamil Nadu,2023-12-15 12:00:00,96.0,33.1,26.575666666666667,Moderate
Delhi,Delhi,2023-08-20 05:00:00,151.0,47.4,17.433,Safe
Jaipur,Rajasthan,2024-06-26 18:00:00,117.0,43.3,14.322666666666668,Safe
Dehradun,Uttarakhand,2022-10-19 07:00:00,87.0,17.5,8.885666666666665,Safe
Gangtok,Sikkim,2024-04-18 08:00:00,62.0,21.9,20.436999999999998,Safe
Bhopal,Madhya Pradesh,2025-07-03 06:00:00,50.0,23.0,11.388333333333334,Safe
Bengaluru,Karnataka,2024-08-12 18:00:00,56.0,21.4,11.995666666666667,Safe
Bhopal,Madhya Pradesh,2023-05-07 00:00:00,91.0,34.0,16.031666666666666,Safe
Gurugram,Haryana,2024-06-05 09:00:00,188.0,78.2,40.25333333333333,Moderate
Raipur,Chhattisgarh,2025-06-14 18:00:00,176.0,49.0,31.900666666666663,Moderate
Lucknow,Uttar Pradesh,2023-03-08 01:00:00,123.0,43.9,19.695666666666668,Safe
Guwahati,Assam,2022-09-10 13:00:00,58.0,16.0,11.411666666666667,Safe
Mumbai,Maharashtra,2024-02-15 21:00:00,199.0,61.5,38.185,Moderate
Dehradun,Uttarakhand,2024-08-17 06:00:00,55.0,12.5,10.758333333333333,Safe
Chandigarh,Punjab,2022-10-29 20:00:00,151.0,82.4,26.107333333333333,Moderate
Gangtok,Sikkim,2023-03-29 14:00:00,97.0,18.7,9.816666666666666,Safe
Itanagar,Arunachal Pradesh,2025-10-07 14:00:00,59.0,11.2,10.805666666666667,Safe
Gurugram,Haryana,2023-02-01 18:00:00,152.0,49.0,28.486666666666665,Moderate
Kolkata,West Bengal,2025-05-02 06:00:00,100.0,50.6,26.032333333333334,Moderate
Kolkata,West Bengal,2025-10-28 18:00:00,127.0,41.0,22.174333333333337,Safe
Patna,Bihar,2024-02-20 18:00:00,158.0,76.1,36.05833333333334,Moderate
Lucknow,Uttar Pradesh,2022-11-28 18:00:00,188.0,144.8,53.909333333333336,High
Kolkata,West Bengal,2023-10-15 05:00:00,156.0,73.3,33.699666666666666,Moderate
Raipur,Chhattisgarh,2023-12-28 06:00:00,178.0,125.7,51.293,High
Delhi,Delhi,2025-08-11 17:00:00,306.0,119.0,60.413333333333334,High
Bhubaneswar,Odisha,2024-01-21 10:00:00,158.0,63.3,37.815,Moderate
Ranchi,Jharkhand,2025-05-11 13:00:00,141.0,27.5,14.199333333333334,Safe
Shillong,Meghalaya,2024-09-03 01:00:00,45.0,9.1,12.596666666666666,Safe
Mumbai,Maharashtra,2025-01-01 00:00:00,158.0,79.4,35.33033333333333,Moderate
Visakhapatnam,Andhra Pradesh,2023-10-14 11:00:00,157.0,62.4,20.037999999999997,Safe
Guwahati,Assam,2024-11-02 00:00:00,119.0,52.5,38.291,Moderate
Shillong,Meghalaya,2023-06-10 06:00:00,68.0,6.1,6.107666666666667,Safe
Patna,Bihar,2024-01-09 07:00:00,169.0,109.0,43.61966666666667,Moderate
Ranchi,Jharkhand,2025-05-22 00:00:00,63.0,15.7,6.740666666666667,Safe
Shillong,Meghalaya,2022-11-12 20:00:00,60.0,21.5,30.154333333333334,Moderate
Visakhapatnam,Andhra Pradesh,2023-01-13 17:00:00,154.0,41.4,27.135,Moderate
Delhi,Delhi,2024-01-17 17:00:00,214.0,101.5,38.35666666666667,Moderate
Ahmedabad,Gujarat,2023-01-31 07:00:00,152.0,44.6,27.074333333333332,Moderate
Mumbai,Maharashtra,2025-03-03 14:00:00,125.0,48.8,15.398333333333333,Safe
Kohima,Nagaland,2025-08-28 10:00:00,28.0,2.3,10.465333333333334,Safe
Thiruvananthapuram,Kerala,2022-12-21 00:00:00,133.0,43.0,30.567666666666668,Moderate
Chennai,Tamil Nadu,2025-08-26 06:00:00,66.0,20.8,12.395666666666667,Safe
Shimla,Himachal Pradesh,2024-02-28 18:00:00,70.0,19.7,25.801333333333332,Moderate
Kohima,Nagaland,2022-12-13 14:00:00,56.0,14.1,21.029,Safe
Itanagar,Arunachal Pradesh,2025-03-23 21:00:00,128.0,42.3,14.458,Safe
Imphal,Manipur,2024-02-05 04:00:00,77.0,18.3,26.334000000000003,Moderate
Itanagar,Arunachal Pradesh,2024-02-26 19:00:00,68.0,28.5,26.624000000000002,Moderate
Visakhapatnam,Andhra Pradesh,2025-05-15 12:00:00,95.0,24.2,10.011333333333333,Safe
Raipur,Chhattisgarh,2025-02-17 20:00:00,109.0,47.6,23.444333333333333,Safe
Thiruvananthapuram,Kerala,2024-06-13 20:00:00,51.0,15.9,11.190000000000001,Safe
Gurugram,Haryana,2025-05-05 20:00:00,635.0,162.5,70.83333333333333,High
Kolkata,West Bengal,2023-09-30 10:00:00,108.0,6.0,9.298000000000002,Safe
Bhubaneswar,Odisha,2024-01-21 18:00:00,154.0,53.0,36.172333333333334,Moderate
Imphal,Manipur,2023-06-15 04:00:00,77.0,18.8,16.217333333333332,Safe
Bengaluru,Karnataka,2025-08-21 21:00:00,49.0,27.0,11.893,Safe
Chennai,Tamil Nadu,2025-08-27 00:00:00,77.0,32.0,14.358333333333333,Safe
Gurugram,Haryana,2022-09-20 04:00:00,177.0,155.5,39.23166666666667,Moderate
Guwahati,Assam,2024-06-14 14:00:00,65.0,30.6,21.899,Safe
Chandigarh,Punjab,2025-10-17 16:00:00,155.0,27.0,15.030999999999999,Safe
Shillong,Meghalaya,2023-02-12 08:00:00,112.0,42.1,23.602666666666668,Safe
Chennai,Tamil Nadu,2025-07-13 16:00:00,52.0,16.9,11.222666666666667,Safe
Itanagar,Arunachal Pradesh,2022-10-31 10:00:00,29.0,5.5,7.920666666666667,Safe
Ahmedabad,Gujarat,2024-02-25 00:00:00,57.0,18.4,28.845666666666666,Moderate
Visakhapatnam,Andhra Pradesh,2025-08-21 23:00:00,66.0,18.8,7.262333333333333,Safe
Chandigarh,Punjab,2025-07-17 19:00:00,91.0,43.0,24.493666666666666,Safe
Shillong,Meghalaya,2024-08-16 08:00:00,53.0,7.5,5.067,Safe
Chennai,Tamil Nadu,2025-03-15 19:00:00,42.0,5.2,3.907666666666667,Safe
Bhubaneswar,Odisha,2025-04-08 14:00:00,52.0,14.5,10.726666666666667,Safe
Kolkata,West Bengal,2025-08-12 23:00:00,77.0,18.7,13.018666666666666,Safe
Gangtok,Sikkim,2024-02-01 07:00:00,102.0,22.1,28.656333333333333,Moderate
Kohima,Nagaland,2022-09-07 05:00:00,35.0,6.5,11.512333333333334,Safe
Itanagar,Arunachal Pradesh,2024-03-10 18:00:00,82.0,37.8,15.736,Safe
Dehradun,Uttarakhand,2025-09-21 02:00:00,90.0,34.1,23.64933333333333,Safe
Delhi,Delhi,2024-11-25 10:00:00,161.0,126.7,40.25366666666667,Moderate
Visakhapatnam,Andhra Pradesh,2023-01-25 08:00:00,173.0,108.5,40.76833333333333,Moderate
Bengaluru,Karnataka,2023-04-26 19:00:00,86.0,28.8,18.084,Safe
Kohima,Nagaland,2025-05-14 08:00:00,93.0,16.6,17.221666666666668,Safe
Patna,Bihar,2023-11-27 00:00:00,167.0,99.0,42.262,Moderate
Lucknow,Uttar Pradesh,2023-08-18 13:00:00,133.0,38.9,15.315333333333335,Safe
Aizawl,Mizoram,2024-04-30 13:00:00,91.0,31.1,15.973333333333331,Safe
Mumbai,Maharashtra,2025-01-20 00:00:00,159.0,71.9,34.69133333333333,Moderate
Chandigarh,Punjab,2025-08-04 11:00:00,123.0,27.3,17.725,Safe
Hyderabad,Telangana,2023-06-10 10:00:00,56.0,9.6,5.555,Safe
Chennai,Tamil Nadu,2022-09-11 20:00:00,66.0,27.9,13.475000000000001,Safe
Panaji,Goa,2023-01-10 18:00:00,109.0,33.4,27.407666666666668,Moderate
Itanagar,Arunachal Pradesh,2023-11-17 07:00:00,28.0,8.4,26.169,Moderate
Delhi,Delhi,2022-09-21 06:00:00,166.0,92.7,31.441,Moderate
Lucknow,Uttar Pradesh,2023-01-11 07:00:00,183.0,126.7,46.60366666666667,Moderate
Gurugram,Haryana,2024-04-07 13:00:00,120.0,19.1,22.985333333333333,Safe
Bhopal,Madhya Pradesh,2024-07-19 22:00:00,63.0,18.9,15.088999999999999,Safe
Bhopal,Madhya Pradesh,2025-11-01 05:00:00,47.0,25.0,29.176666666666666,Moderate
Agartala,Tripura,2022-08-07 12:00:00,46.0,12.3,13.036999999999999,Safe
Chandigarh,Punjab,2024-03-08 10:00:00,82.0,35.9,10.798333333333334,Safe
Dehradun,Uttarakhand,2025-02-01 10:00:00,116.0,29.6,35.56733333333334,Moderate
Shillong,Meghalaya,2024-11-16 00:00:00,53.0,15.3,28.722,Moderate
Thiruvananthapuram,Kerala,2023-03-21 05:00:00,73.0,25.0,13.790666666666667,Safe
Shimla,Himachal Pradesh,2022-12-20 07:00:00,90.0,24.7,27.908666666666665,Moderate
Delhi,Delhi,2023-01-06 11:00:00,210.0,120.6,40.066,Moderate
Bhopal,Madhya Pradesh,2024-12-04 05:00:00,123.0,26.6,22.528333333333332,Safe
Dehradun,Uttarakhand,2025-08-28 18:00:00,103.0,41.9,25.308333333333334,Moderate
Shillong,Meghalaya,2023-09-24 02:00:00,33.0,11.4,8.913,Safe
Dehradun,Uttarakhand,2025-05-31 19:00:00,143.0,57.2,25.353333333333335,Moderate
Ahmedabad,Gujarat,2022-08-15 03:00:00,49.0,14.4,10.54,Safe
Raipur,Chhattisgarh,2022-08-05 19:00:00,93.0,58.1,21.806333333333335,Safe
Itanagar,Arunachal Pradesh,2025-06-11 21:00:00,65.0,21.8,15.460333333333335,Safe
Bengaluru,Karnataka,2025-03-13 10:00:00,76.0,13.5,19.442,Safe
Patna,Bihar,2025-07-05 23:00:00,73.0,32.6,13.991333333333333,Safe
Dehradun,Uttarakhand,2023-08-12 21:00:00,98.0,44.6,26.195333333333334,Moderate
Dehradun,Uttarakhand,2023-05-27 14:00:00,92.0,38.1,16.772,Safe
Shillong,Meghalaya,2025-06-06 02:00:00,59.0,29.6,12.719333333333333,Safe
Delhi,Delhi,2025-02-03 14:00:00,170.0,41.2,27.68766666666667,Moderate
Thiruvananthapuram,Kerala,2023-09-27 06:00:00,50.0,10.2,5.463,Safe
Chennai,Tamil Nadu,2023-09-28 05:00:00,69.0,19.1,7.657333333333334,Safe
Mumbai,Maharashtra,2025-10-07 12:00:00,58.0,21.8,6.876333333333334,Safe
Dehradun,Uttarakhand,2025-07-07 19:00:00,89.0,20.2,17.192666666666664,Safe
Bengaluru,Karnataka,2024-06-22 18:00:00,29.0,11.9,8.896333333333335,Safe
Gangtok,Sikkim,2025-10-27 09:00:00,72.0,7.5,14.503,Safe
Visakhapatnam,Andhra Pradesh,2024-05-27 22:00:00,118.0,32.7,13.216,Safe
Lucknow,Uttar Pradesh,2024-03-24 23:00:00,117.0,42.8,19.526333333333334,Safe
Bhopal,Madhya Pradesh,2025-03-10 23:00:00,48.0,10.7,5.138333333333333,Safe
Visakhapatnam,Andhra Pradesh,2024-11-10 22:00:00,101.0,19.3,20.281666666666666,Safe
Gurugram,Haryana,2024-08-16 10:00:00,83.0,15.1,8.285666666666668,Safe
Lucknow,Uttar Pradesh,2024-12-22 17:00:00,179.0,109.7,48.01433333333333,Moderate
Lucknow,Uttar Pradesh,2025-09-24 06:00:00,153.0,45.1,17.760666666666665,Safe
Visakhapatnam,Andhra Pradesh,2023-03-08 14:00:00,154.0,40.3,21.851666666666667,Safe
Shimla,Himachal Pradesh,2025-03-07 02:00:00,51.0,20.4,19.157,Safe
Ahmedabad,Gujarat,2023-07-23 12:00:00,56.0,10.3,5.607666666666667,Safe
Bengaluru,Karnataka,2025-05-22 19:00:00,48.0,18.1,11.087666666666667,Safe
Panaji,Goa,2023-11-14 11:00:00,117.0,46.8,37.882999999999996,Moderate
Kohima,Nagaland,2025-08-16 07:00:00,53.0,8.1,13.023,Safe
Shillong,Meghalaya,2025-07-31 05:00:00,42.0,4.8,8.893,Safe
Kohima,Nagaland,2024-10-12 16:00:00,59.0,18.5,19.796333333333333,Safe
Chennai,Tamil Nadu,2023-02-01 19:00:00,89.0,27.8,25.365333333333332,Moderate
Shillong,Meghalaya,2025-11-17 11:00:00,35.0,2.6,13.057333333333334,Safe
Chandigarh,Punjab,2025-03-07 21:00:00,103.0,25.3,10.685666666666666,Safe
Itanagar,Arunachal Pradesh,2025-04-18 22:00:00,71.0,25.6,16.202666666666666,Safe
Thiruvananthapuram,Kerala,2025-03-22 08:00:00,52.0,14.1,13.541,Safe
Chandigarh,Punjab,2024-01-07 15:00:00,159.0,79.2,31.498,Moderate
Thiruvananthapuram,Kerala,2023-01-22 04:00:00,103.0,26.6,29.387333333333334,Moderate
Visakhapatnam,Andhra Pradesh,2023-05-30 22:00:00,101.0,46.1,18.235333333333333,Safe
Shillong,Meghalaya,2024-12-01 14:00:00,52.0,4.6,22.66466666666667,Safe
Chennai,Tamil Nadu,2024-02-13 22:00:00,64.0,18.6,17.302,Safe
Guwahati,Assam,2024-09-28 04:00:00,45.0,8.3,12.513333333333334,Safe
Bengaluru,Karnataka,2024-12-22 01:00:00,130.0,41.2,24.385666666666665,Safe
Patna,Bihar,2022-10-12 20:00:00,118.0,83.1,23.540999999999997,Safe
Gangtok,Sikkim,2023-06-17 00:00:00,62.0,6.3,18.653,Safe
Ahmedabad,Gujarat,2023-04-20 22:00:00,55.0,21.8,18.921333333333333,Safe
Dehradun,Uttarakhand,2024-11-15 16:00:00,161.0,78.2,35.64333333333333,Moderate
Bengaluru,Karnataka,2023-08-31 20:00:00,57.0,12.1,5.9156666666666675,Safe
Raipur,Chhattisgarh,2023-05-08 16:00:00,152.0,38.5,21.400666666666666,Safe
Dehradun,Uttarakhand,2024-02-03 03:00:00,72.0,12.4,25.138666666666666,Moderate
Ahmedabad,Gujarat,2023-08-21 16:00:00,68.0,17.1,7.66,Safe
Patna,Bihar,2025-05-04 18:00:00,203.0,45.9,26.304000000000002,Moderate
Kolkata,West Bengal,2022-12-24 14:00:00,213.0,122.9,45.528333333333336,Moderate
Visakhapatnam,Andhra Pradesh,2024-02-26 05:00:00,91.0,32.6,21.061333333333334,Safe
Imphal,Manipur,2024-08-17 08:00:00,35.0,3.9,11.225000000000001,Safe
Dehradun,Uttarakhand,2024-02-08 18:00:00,91.0,33.4,25.955666666666666,Moderate
Ranchi,Jharkhand,2025-06-12 21:00:00,70.0,20.1,7.549,Safe
Shimla,Himachal Pradesh,2024-12-16 06:00:00,80.0,25.7,38.93833333333333,Moderate
Ranchi,Jharkhand,2025-11-08 22:00:00,98.0,29.0,20.982333333333333,Safe
Aizawl,Mizoram,2025-09-27 17:00:00,34.0,7.2,16.419,Safe
Delhi,Delhi,2024-02-16 20:00:00,158.0,81.3,31.587999999999997,Moderate
Bhopal,Madhya Pradesh,2023-09-30 05:00:00,85.0,29.7,10.319,Safe
Mumbai,Maharashtra,2025-07-25 03:00:00,60.0,14.3,11.605333333333334,Safe
Delhi,Delhi,2023-08-14 16:00:00,106.0,29.0,12.831333333333333,Safe
Agartala,Tripura,2023-08-26 14:00:00,55.0,18.8,11.499333333333333,Safe
Kolkata,West Bengal,2025-07-20 19:00:00,56.0,19.0,14.343666666666667,Safe
Visakhapatnam,Andhra Pradesh,2022-08-30 04:00:00,88.0,28.6,18.242666666666665,Safe
Delhi,Delhi,2025-04-15 01:00:00,192.0,64.5,34.998000000000005,Moderate
Imphal,Manipur,2024-04-17 20:00:00,104.0,37.4,20.520333333333333,Safe
Bhubaneswar,Odisha,2024-08-23 16:00:00,46.0,8.6,4.625333333333333,Safe
Bhopal,Madhya Pradesh,2025-05-03 11:00:00,66.0,20.4,20.071,Safe
Lucknow,Uttar Pradesh,2023-08-14 19:00:00,98.0,38.2,17.384666666666668,Safe
Panaji,Goa,2024-12-02 18:00:00,92.0,32.1,28.466,Moderate
Thiruvananthapuram,Kerala,2025-09-26 16:00:00,22.0,4.1,2.231333333333333,Safe
Ahmedabad,Gujarat,2022-08-09 23:00:00,95.0,27.1,10.570666666666666,Safe
